"$\alpha$";"$\beta$";"$\epsilon_e$";"$\epsilon_c$";"$d_{p}$";"$\Gamma_{p}(0)$";"$a_v$";"$\tau_c(250.0, 8, BF)$";"$\tau_c(500.0, 8, BF)$";"$\tau_c(750.0, 8, BF)$";"$\tau_c(1000.0, 8, BF)$";"$\tau_c(1250.0, 8, BF)$";"$\tau_c(1500.0, 8, BF)$";"$\tau_c(1750.0, 8, BF)$";"$\tau_c(2000.0, 8, BF)$";"$\tau_c(2250.0, 8, BF)$";"$\tau_c(2500.0, 8, BF)$";"$\tau_c(2750.0, 8, BF)$";"$\tau_c(3000.0, 8, BF)$";"$\tau_c(3250.0, 8, BF)$";"$\tau_c(3500.0, 8, BF)$";"$\tau_c(3750.0, 8, BF)$";"$\tau_c(4000.0, 8, BF)$";"$\tau_c(4250.0, 8, BF)$";"$\tau_c(4500.0, 8, BF)$";"$\tau_c(4750.0, 8, BF)$";"$\tau_c(5000.0, 8, BF)$";"$\tau_c(5250.0, 8, BF)$";"$\tau_c(5500.0, 8, BF)$";"$\tau_c(5750.0, 8, BF)$";"$\tau_c(6000.0, 8, BF)$";"$\tau_c(6250.0, 8, BF)$";"$\tau_c(6283.0, 8, BF)$";"$\tau_c(6293.0, 8, BF)$";"$\tau_c(6533.0, 8, BF)$";"$\tau_c(6716.0, 8, BF)$";"$\tau_c(6966.0, 8, BF)$";"$\tau_c(7216.0, 8, BF)$";"$\tau_c(7466.0, 8, BF)$";"$\tau_c(7716.0, 8, BF)$";"$\tau_c(7966.0, 8, BF)$";"$\tau_c(8216.0, 8, BF)$";"$\tau_c(8466.0, 8, BF)$";"$\tau_c(8716.0, 8, BF)$";"$\tau_c(8760.0, 8, BF)$";"$\tau_c(9010.0, 8, BF)$";"$\tau_c(9247.0, 8, BF)$";"$\tau_c(9257.0, 8, BF)$";"$\tau_c(9497.0, 8, BF)$";"$\tau_c(9747.0, 8, BF)$";"$\tau_c(9997.0, 8, BF)$";"$\tau_c(10247.0, 8, BF)$";"$\tau_c(10497.0, 8, BF)$";"$\tau_c(10747.0, 8, BF)$";"$\tau_c(10997.0, 8, BF)$";"$\tau_c(11247.0, 8, BF)$";"$\tau_c(11497.0, 8, BF)$";"$\tau_c(11747.0, 8, BF)$";"$\tau_c(11997.0, 8, BF)$";"$\tau_c(12247.0, 8, BF)$";"$\tau_c(12497.0, 8, BF)$";"$\tau_c(12747.0, 8, BF)$";"$\tau_c(12997.0, 8, BF)$";"$\tau_c(13247.0, 8, BF)$";"$\tau_c(13497.0, 8, BF)$";"$\tau_c(13747.0, 8, BF)$";"$\tau_c(13997.0, 8, BF)$";"$\tau_c(14247.0, 8, BF)$";"$\tau_c(14497.0, 8, BF)$";"$\tau_c(14747.0, 8, BF)$";"$\tau_c(14997.0, 8, BF)$";"$\tau_c(15247.0, 8, BF)$";"$\tau_c(15497.0, 8, BF)$";"$\tau_c(15747.0, 8, BF)$";"$\tau_c(15997.0, 8, BF)$";"$\tau_c(16247.0, 8, BF)$";"$\tau_c(16497.0, 8, BF)$";"$\tau_c(16747.0, 8, BF)$";"$\tau_c(16997.0, 8, BF)$";"$\tau_c(17247.0, 8, BF)$";"$\tau_c(17497.0, 8, BF)$";"$\tau_c(17520.0, 8, BF)$"
1.0562284800617509e+02;2.2764238971379913e-02;3.0180819895166688e-01;1.4527798395035804e-01;3.5417010942218966e-06;5.9113753513950613e-09;7.6718197570734632e-04;2.5664410000000002e+00;5.2280210000000000e+00;7.7350099999999999e+00;1.0181247000000001e+01;1.2631339000000001e+01;1.5102993000000000e+01;1.7973787000000002e+01;2.0730298000000001e+01;2.3418482000000001e+01;2.6052658999999998e+01;2.8621729999999999e+01;3.1116654000000000e+01;3.3537871000000003e+01;3.5891722000000001e+01;3.9100864999999999e+01;4.2196942000000000e+01;4.5166237000000002e+01;4.8000968000000000e+01;5.0715380000000003e+01;5.3317926999999997e+01;5.5807997999999998e+01;5.8184987999999997e+01;6.0453276000000002e+01;6.2618796000000003e+01;6.4685430999999994e+01;6.4920415000000006e+01;1.2824465000000000e+01;1.5520403000000000e+01;1.7241212999999998e+01;1.9785488000000001e+01;2.2497617999999999e+01;2.5157312999999998e+01;2.7758550000000000e+01;3.0291426999999999e+01;3.2752420999999998e+01;3.5142713999999998e+01;3.7465868000000000e+01;3.7849803999999999e+01;3.9924382000000001e+01;4.1840229000000001e+01;2.3650058999999999e+01;2.6051687000000001e+01;2.8521999000000001e+01;3.0932653999999999e+01;3.3280816000000002e+01;3.5565472999999997e+01;3.7787697999999999e+01;3.9949235000000002e+01;4.2051479000000000e+01;4.4095708999999999e+01;4.6267569000000002e+01;4.8354438999999999e+01;5.0369419999999998e+01;5.2315786000000003e+01;5.4195548000000002e+01;5.6010981999999998e+01;5.7764608000000003e+01;5.9458329999999997e+01;6.1093877999999997e+01;6.2672964000000000e+01;6.4197360000000003e+01;6.5668919000000002e+01;6.7089455000000001e+01;6.8460677000000004e+01;6.9784177999999997e+01;7.1061526999999998e+01;7.2294286000000000e+01;7.3483951000000005e+01;7.4631979000000001e+01;7.5739756000000000e+01;7.6808639999999997e+01;7.7839951999999997e+01;7.8834964999999997e+01;7.9794900999999996e+01;7.9872380000000007e+01
1.0907480912079153e+02;2.3242756528120825e-02;3.4271307009404017e-01;1.4248738715686007e-01;2.6336721389878926e-06;2.4326490603513531e-09;6.7473468583789079e-04;1.2598210000000001e+00;2.5624650000000000e+00;3.9061930000000000e+00;5.2176359999999997e+00;6.5008439999999998e+00;7.7725770000000001e+00;9.0416600000000003e+00;1.0305676999999999e+01;1.1557202999999999e+01;1.2790889000000000e+01;1.4006481000000001e+01;1.5413665999999999e+01;1.6807276000000002e+01;1.8186775000000001e+01;1.9548615000000002e+01;2.0890705000000001e+01;2.2213038000000001e+01;2.3516645000000000e+01;2.4802951000000000e+01;2.6072945000000001e+01;2.7326619999999998e+01;2.8563320000000001e+01;2.9782692000000001e+01;3.0985102999999999e+01;3.2171205999999998e+01;3.2320520999999999e+01;6.7979900000000004e+00;8.0911589999999993e+00;9.0654219999999999e+00;1.0659932000000000e+01;1.2232075999999999e+01;1.3783196999999999e+01;1.5313573999999999e+01;1.6963909000000001e+01;1.8591169000000001e+01;2.0193995999999999e+01;2.1770727000000001e+01;2.2041080000000001e+01;2.3116143999999998e+01;2.4124790999999998e+01;1.2878721000000001e+01;1.3943066000000000e+01;1.5040490000000000e+01;1.6126843000000001e+01;1.7235755000000001e+01;1.8335336999999999e+01;1.9425115999999999e+01;2.0504182000000000e+01;2.1572150000000001e+01;2.2629049999999999e+01;2.3675021999999998e+01;2.4710391000000001e+01;2.5735486000000002e+01;2.6750361000000002e+01;2.7754843000000001e+01;2.8748837000000002e+01;2.9732460000000000e+01;3.0705908999999998e+01;3.1669311000000000e+01;3.2622717000000002e+01;3.3566164999999998e+01;3.4499716999999997e+01;3.5423448999999998e+01;3.6337443000000000e+01;3.7440724000000003e+01;3.8562064999999997e+01;3.9752170999999997e+01;4.0923946000000001e+01;4.2077863000000001e+01;4.3213870000000000e+01;4.4332810000000002e+01;4.5434795999999999e+01;4.6520119999999999e+01;4.7589120000000001e+01;4.7676949000000000e+01
1.0090786666346703e+02;2.2412022749535149e-02;2.5265724322047983e-01;4.8245948275650867e-02;5.7641478854092596e-06;4.8760873624389740e-09;1.0345666724061733e-03;1.9385720000000000e+00;3.9554640000000001e+00;5.8521970000000003e+00;7.7011329999999996e+00;9.5562719999999999e+00;1.1427852000000000e+01;1.3287751000000000e+01;1.5102505000000001e+01;1.7360119000000001e+01;1.9561755000000002e+01;2.1707404000000000e+01;2.3799800000000001e+01;2.5843679000000002e+01;2.7842355000000001e+01;2.9795636999999999e+01;3.1701962999999999e+01;3.3561112999999999e+01;3.5374178999999998e+01;3.7142674999999997e+01;3.8867891000000000e+01;4.0550483999999997e+01;4.2516724000000004e+01;4.4390614999999997e+01;4.6202185999999998e+01;4.7954478999999999e+01;4.8178686999999996e+01;9.9310100000000006e+00;1.1645127000000000e+01;1.2947353000000000e+01;1.4914272000000000e+01;1.6852526999999998e+01;1.8764070000000000e+01;2.1110408000000000e+01;2.3407253000000001e+01;2.5650362000000001e+01;2.7834735999999999e+01;2.9962935999999999e+01;3.0318401000000001e+01;3.1730695999999998e+01;3.3040258999999999e+01;1.8238448999999999e+01;1.9786459000000001e+01;2.1375285999999999e+01;2.2932573000000001e+01;2.4458758000000000e+01;2.5954404000000000e+01;2.7420204999999999e+01;2.8856743999999999e+01;3.0264574000000000e+01;3.1644262000000001e+01;3.2996394000000002e+01;3.4321528000000001e+01;3.5620196000000000e+01;3.6892930999999997e+01;3.8140262000000000e+01;3.9362707999999998e+01;4.0560757000000002e+01;4.1734898000000001e+01;4.2885617000000003e+01;4.4013393999999998e+01;4.5118698000000002e+01;4.6241098000000001e+01;4.7291026000000002e+01;4.8319471999999998e+01;4.9327213999999998e+01;5.0315973999999997e+01;5.1286006000000000e+01;5.2237082999999998e+01;5.3169375000000002e+01;5.4083478999999997e+01;5.4979919000000002e+01;5.5858975000000001e+01;5.6720908999999999e+01;5.7566080999999997e+01;5.7643008999999999e+01
1.0600441735469433e+02;2.3446311232128154e-02;4.7212890102676680e-01;8.9500396380889469e-02;4.6893380360872356e-06;3.8753413347476278e-09;5.1003507109053541e-04;1.3951220000000000e+00;2.8542500000000000e+00;4.2389070000000002e+00;5.5991359999999997e+00;6.9711770000000000e+00;8.3613789999999995e+00;9.7486650000000008e+00;1.1108240000000000e+01;1.2432990000000000e+01;1.3733110999999999e+01;1.5341429000000000e+01;1.6925692000000002e+01;1.8487601000000002e+01;2.0026243000000001e+01;2.1541398999999998e+01;2.3033128999999999e+01;2.4501455000000000e+01;2.5946984000000000e+01;2.7370594000000001e+01;2.8772549000000001e+01;3.0152663000000000e+01;3.1510945000000000e+01;3.2847738000000000e+01;3.4163440999999999e+01;3.5458345999999999e+01;3.5618839999999999e+01;7.1093599999999997e+00;8.4715609999999995e+00;9.4997159999999994e+00;1.1144800000000000e+01;1.2766968000000000e+01;1.4366325000000000e+01;1.5942118000000001e+01;1.7749224999999999e+01;1.9525449999999999e+01;2.1270001000000001e+01;2.2982180000000000e+01;2.3273895000000000e+01;2.4540984000000002e+01;2.5728487999999999e+01;1.3825646000000001e+01;1.5077057999999999e+01;1.6365144000000001e+01;1.7665585000000000e+01;1.8952171000000000e+01;2.0224920999999998e+01;2.1482859000000001e+01;2.2725856000000000e+01;2.3954021000000001e+01;2.5167207000000001e+01;2.6365516000000000e+01;2.7549395000000001e+01;2.8719147000000000e+01;2.9874700000000001e+01;3.1015912000000000e+01;3.2142853000000002e+01;3.3255732000000002e+01;3.4354728000000001e+01;3.5439954999999998e+01;3.6511507999999999e+01;3.8114294000000001e+01;3.9689816000000000e+01;4.1232503000000001e+01;4.2736170000000001e+01;4.4205140000000000e+01;4.5644965999999997e+01;4.7055771000000000e+01;4.8435409000000000e+01;4.9783648999999997e+01;5.1101903999999998e+01;5.2391244000000000e+01;5.3651950999999997e+01;5.4884298000000001e+01;5.6088948000000002e+01;5.6185313999999998e+01
9.9501188636824395e+01;2.3034701663082382e-02;4.5373483561956940e-01;2.3322782994656227e-01;2.3881792333042032e-06;1.8985566065940976e-09;8.8657922870801951e-04;1.1946639999999999e+00;2.4879280000000001e+00;3.7674219999999998e+00;5.0180319999999998e+00;6.2630530000000002e+00;7.5054080000000001e+00;8.7386020000000002e+00;9.9550169999999998e+00;1.1151634000000000e+01;1.2330626000000001e+01;1.3496154000000001e+01;1.4829817000000000e+01;1.6149108999999999e+01;1.7450869000000001e+01;1.8732583000000002e+01;1.9994444000000001e+01;2.1237794999999998e+01;2.2463524000000000e+01;2.3672084000000002e+01;2.4863693000000001e+01;2.6038305000000001e+01;2.7195762999999999e+01;2.8336188000000000e+01;2.9460038000000001e+01;3.0567754999999998e+01;3.0707636999999998e+01;6.8194600000000003e+00;8.0551329999999997e+00;8.9856700000000007e+00;1.0520125999999999e+01;1.2030887000000000e+01;1.3519269000000000e+01;1.4985647999999999e+01;1.6550024000000001e+01;1.8090336000000001e+01;1.9605613000000002e+01;2.1094505999999999e+01;2.1349999000000000e+01;2.2345980000000001e+01;2.3279900000000001e+01;1.2476967999999999e+01;1.3475726999999999e+01;1.4504953000000000e+01;1.5523144000000000e+01;1.6531102000000001e+01;1.7565320000000000e+01;1.8590069000000000e+01;1.9604862000000001e+01;2.0608695000000001e+01;2.1601177000000000e+01;2.2582545000000000e+01;2.3553141000000000e+01;2.4513261000000000e+01;2.5463096000000000e+01;2.6402661999999999e+01;2.7331861000000000e+01;2.8250675000000001e+01;2.9159251000000001e+01;3.0057793000000000e+01;3.0946427000000000e+01;3.1825218000000000e+01;3.2694220999999999e+01;3.3553511000000000e+01;3.4403177999999997e+01;3.5243312000000003e+01;3.6073999999999998e+01;3.6895314999999997e+01;3.7707318999999998e+01;3.8657204000000000e+01;3.9632728999999998e+01;4.0660153999999999e+01;4.1670772999999997e+01;4.2664954999999999e+01;4.3643186000000000e+01;4.3724497000000000e+01
1.0585685363698009e+02;2.2887533648960973e-02;2.8542099105526630e-01;9.1452471834511745e-02;8.2790689227472988e-06;5.1002997579685557e-09;9.8138760064564890e-04;1.4738000000000000e+00;3.0882600000000000e+00;4.6385509999999996e+00;6.1395900000000001e+00;7.6135000000000002e+00;9.0736500000000007e+00;1.0519367000000001e+01;1.1942088999999999e+01;1.3335254000000001e+01;1.4698762000000000e+01;1.6036895999999999e+01;1.7353995999999999e+01;1.8651813000000001e+01;1.9929715000000002e+01;2.1186485000000001e+01;2.2421796000000001e+01;2.3919166000000001e+01;2.5409265999999999e+01;2.6880984000000002e+01;2.8322261999999998e+01;2.9730940000000000e+01;3.1113606000000001e+01;3.2475433000000002e+01;3.3817295000000001e+01;3.5137965999999999e+01;3.5300893000000002e+01;8.4612099999999995e+00;9.8031509999999997e+00;1.0808242999999999e+01;1.2401880999999999e+01;1.3971983000000000e+01;1.5524661000000000e+01;1.7059058000000000e+01;1.8571126000000000e+01;2.0058648999999999e+01;2.1521958999999999e+01;2.3231735000000000e+01;2.3524054000000000e+01;2.4910449000000000e+01;2.6204443000000001e+01;1.4112393000000001e+01;1.5281997000000000e+01;1.6482448999999999e+01;1.7668075999999999e+01;1.8843520999999999e+01;2.0011035000000000e+01;2.1168806000000000e+01;2.2472349000000001e+01;2.3768528000000000e+01;2.5052309000000001e+01;2.6317943000000000e+01;2.7564333999999999e+01;2.8794592999999999e+01;3.0011147999999999e+01;3.1214343000000000e+01;3.2403497999999999e+01;3.3577821000000000e+01;3.4736891000000000e+01;3.5880853000000002e+01;3.7010151000000000e+01;3.8125089000000003e+01;3.9225670000000001e+01;4.0311754000000001e+01;4.1383268999999999e+01;4.2440283000000001e+01;4.3482940999999997e+01;4.5014946000000002e+01;4.6502721999999999e+01;4.7954639000000000e+01;4.9370161000000003e+01;5.0750183000000000e+01;5.2093846999999997e+01;5.3402473999999998e+01;5.4678891999999998e+01;5.4788311000000000e+01
1.0177014179458261e+02;2.3092380100236690e-02;3.7084302699241067e-01;4.8255200359329863e-02;3.5361900687432148e-06;6.5797631828003266e-09;5.0007907899502033e-04;1.7791920000000001e+00;3.6476150000000001e+00;5.4273379999999998e+00;7.1735670000000002e+00;8.9251600000000000e+00;1.0687874000000001e+01;1.2437929000000000e+01;1.4148389000000000e+01;1.6067432000000000e+01;1.7960654000000002e+01;1.9829725000000000e+01;2.1668678000000000e+01;2.3471242000000000e+01;2.5234331000000001e+01;2.6960120000000000e+01;2.8653545999999999e+01;3.0317699999999999e+01;3.1951968999999998e+01;3.3554225000000002e+01;3.5123607999999997e+01;3.6661025000000002e+01;3.8694502999999997e+01;4.0668709999999997e+01;4.2584542999999996e+01;4.4440226000000003e+01;4.4665770999999999e+01;8.9697739999999992e+00;1.0911842999999999e+01;1.2170603000000000e+01;1.4087840999999999e+01;1.5968890000000000e+01;1.7971955000000001e+01;1.9947844000000000e+01;2.1889357000000000e+01;2.3790547000000000e+01;2.5650887000000001e+01;2.7472562000000000e+01;2.7779681000000000e+01;2.9234345999999999e+01;3.0585180999999999e+01;1.6735120999999999e+01;1.8290430000000001e+01;1.9894279000000001e+01;2.1470630000000000e+01;2.3019763000000001e+01;2.4541903000000001e+01;2.6037087000000000e+01;2.7505355999999999e+01;2.8947025000000000e+01;3.0362521999999998e+01;3.1752244999999998e+01;3.3116477000000003e+01;3.4455466999999999e+01;3.5769542000000001e+01;3.7059064999999997e+01;3.8324392000000003e+01;3.9565919000000001e+01;4.0784013000000002e+01;4.1979036000000001e+01;4.3151305000000001e+01;4.4359468999999997e+01;4.5524906000000001e+01;4.6665731000000001e+01;4.7782829999999997e+01;4.8877473999999999e+01;4.9949947999999999e+01;5.1000314000000003e+01;5.2028964999999999e+01;5.3036572000000000e+01;5.4023685999999998e+01;5.4990653000000002e+01;5.5937809999999999e+01;5.6865583000000001e+01;5.7774425999999998e+01;5.7856138999999999e+01
1.0661851668772280e+02;2.3385999064668771e-02;3.0546105486097297e-01;1.5828083388222899e-01;6.0345142149006701e-06;4.9671907615436888e-09;1.0044054837507323e-03;2.2956880000000002e+00;4.6864509999999999e+00;6.9350509999999996e+00;9.1224410000000002e+00;1.1309664000000000e+01;1.3508725999999999e+01;1.5688601000000000e+01;1.8412376999999999e+01;2.1072400999999999e+01;2.3658508999999999e+01;2.6168939999999999e+01;2.8612304000000002e+01;3.0997101000000001e+01;3.3324734999999997e+01;3.5592700999999998e+01;3.7799388999999998e+01;4.1069536999999997e+01;4.4230708999999997e+01;4.7259132000000001e+01;5.0135812999999999e+01;5.2878560999999998e+01;5.5505557000000003e+01;5.8018174999999999e+01;6.0412847999999997e+01;6.2692137000000002e+01;6.2950718999999999e+01;1.2177115000000001e+01;1.4195549000000000e+01;1.5711100000000000e+01;1.8003200000000000e+01;2.0254691999999999e+01;2.2999842000000001e+01;2.5679535999999999e+01;2.8291467000000001e+01;3.0829708000000000e+01;3.3295138000000001e+01;3.5692560999999998e+01;3.6089987999999998e+01;3.8080613999999997e+01;3.9927602000000000e+01;2.2393032999999999e+01;2.4600337000000000e+01;2.6893371999999999e+01;2.9140242000000001e+01;3.1339168999999998e+01;3.3489404000000000e+01;3.5591703000000003e+01;3.7646608999999998e+01;3.9654423999999999e+01;4.1615924999999997e+01;4.4320252000000004e+01;4.6920524000000000e+01;4.9422091999999999e+01;5.1821790000000000e+01;5.4121228000000002e+01;5.6327944000000002e+01;5.8448360999999998e+01;6.0485343999999998e+01;6.2440728999999997e+01;6.4316833000000003e+01;6.6116286000000002e+01;6.7841825999999998e+01;6.9496466999999996e+01;7.1083134000000001e+01;7.2604432000000003e+01;7.4062771999999995e+01;7.5460476999999997e+01;7.6799859999999995e+01;7.8083243999999993e+01;7.9312911000000000e+01;8.0491020000000006e+01;8.1619611000000006e+01;8.2700633999999994e+01;8.3735977000000005e+01;8.3815904000000003e+01
1.0267967023325208e+02;2.3592810703596576e-02;2.9915327931164726e-01;1.2898170733751829e-01;6.5844111085784355e-06;5.2083434448960356e-09;7.6263394662250844e-04;1.6908749999999999e+00;3.4758540000000000e+00;5.1727030000000003e+00;6.8286569999999998e+00;8.4816059999999993e+00;1.0140559000000000e+01;1.1788501000000000e+01;1.3403627999999999e+01;1.4977880000000001e+01;1.6518151000000000e+01;1.8510231999999998e+01;2.0467479000000001e+01;2.2387291000000001e+01;2.4264931000000001e+01;2.6101071000000001e+01;2.7899353999999999e+01;2.9661521000000000e+01;3.1387878000000001e+01;3.3078713000000000e+01;3.4734115000000003e+01;3.6354120999999999e+01;3.7939309999999999e+01;3.9490679999999998e+01;4.1774617999999997e+01;4.4008167000000000e+01;4.4275162000000002e+01;8.7739229999999999e+00;1.0331201000000000e+01;1.1502001999999999e+01;1.3330667999999999e+01;1.5133341000000000e+01;1.6914615000000001e+01;1.9023980999999999e+01;2.1096278000000002e+01;2.3127500999999999e+01;2.5112010000000001e+01;2.7050208999999999e+01;2.7377133000000001e+01;2.8914270999999999e+01;3.0350794000000000e+01;1.6581872000000001e+01;1.8154468999999999e+01;1.9787258999999999e+01;2.1395375999999999e+01;2.2979265000000002e+01;2.4538449000000000e+01;2.6073369000000000e+01;2.7584485999999998e+01;2.9071705999999999e+01;3.0535018000000001e+01;3.1974736000000000e+01;3.3391215000000003e+01;3.4784643000000003e+01;3.6155135999999999e+01;3.7502865999999997e+01;3.8828063000000000e+01;4.0903821999999998e+01;4.2925342000000001e+01;4.4888134999999998e+01;4.6783465999999997e+01;4.8612583000000001e+01;5.0383586999999999e+01;5.2101095999999998e+01;5.3765670999999998e+01;5.5377332000000003e+01;5.6937187000000002e+01;5.8446801000000001e+01;5.9907705000000000e+01;6.1321508999999999e+01;6.2689901999999996e+01;6.4014402000000004e+01;6.5296200999999996e+01;6.6536394999999999e+01;6.7736169000000004e+01;6.7830754999999996e+01
1.0228914211385069e+02;2.2745066219873968e-02;4.8761844034790175e-01;3.7287329590572682e-02;7.4692489165850783e-06;6.2822183138111929e-09;1.0099066288102377e-03;1.7742880000000001e+00;3.7397220000000000e+00;5.6236090000000001e+00;7.4206459999999996e+00;9.1640800000000002e+00;1.0886011999999999e+01;1.2598979999999999e+01;1.4294264999999999e+01;1.5955975000000000e+01;1.7576091000000002e+01;1.9157779999999999e+01;2.0709076000000000e+01;2.2764381000000000e+01;2.4786304999999999e+01;2.6765760000000000e+01;2.8692831000000002e+01;3.0565659000000000e+01;3.2391036000000000e+01;3.4174802000000000e+01;3.5918424999999999e+01;3.7621149000000003e+01;3.9282052999999998e+01;4.0901162999999997e+01;4.2479725000000002e+01;4.4019461999999997e+01;4.4206105999999998e+01;9.3393309999999996e+00;1.0944977000000000e+01;1.2149259000000001e+01;1.3984995000000000e+01;1.5792195000000000e+01;1.7576338000000000e+01;1.9334897999999999e+01;2.1474135000000000e+01;2.3579080999999999e+01;2.5641483999999998e+01;2.7651730000000001e+01;2.7988298000000000e+01;2.9362475000000000e+01;3.0637581000000001e+01;1.6752458000000001e+01;1.8228905000000001e+01;1.9739383000000000e+01;2.1237651000000000e+01;2.2708586000000000e+01;2.4152463000000001e+01;2.5570048000000000e+01;2.6961776000000000e+01;2.8327850999999999e+01;2.9668721000000001e+01;3.0984908999999998e+01;3.2276888000000000e+01;3.3545068999999998e+01;3.4789861000000002e+01;3.6011696999999998e+01;3.7211011999999997e+01;3.8388226000000003e+01;3.9543753000000002e+01;4.0678004999999999e+01;4.1791390000000000e+01;4.2884298999999999e+01;4.3957110999999998e+01;4.5051115000000003e+01;4.6066572000000001e+01;4.7062348999999998e+01;4.8038894999999997e+01;4.8998367000000002e+01;4.9941408000000003e+01;5.0867652999999997e+01;5.1776980999999999e+01;5.2669811000000003e+01;5.3546641000000001e+01;5.4407746000000003e+01;5.5253343999999998e+01;5.5330371000000000e+01
1.0326520382295497e+02;2.2983363212359047e-02;2.6580537229734491e-01;7.1135356714617071e-02;3.1812413770401851e-06;3.5712765771087723e-09;3.6391647700118491e-04;1.0705819999999999e+00;2.1984650000000001e+00;3.2784390000000001e+00;4.3646750000000001e+00;5.4671620000000001e+00;6.5454319999999999e+00;7.6044570000000000e+00;8.6543969999999995e+00;9.7007460000000005e+00;1.0742167999999999e+01;1.1774177999999999e+01;1.2793479000000000e+01;1.3799878000000000e+01;1.4952868000000000e+01;1.6095893000000000e+01;1.7227629000000000e+01;1.8345900000000000e+01;1.9449922999999998e+01;2.0539892999999999e+01;2.1616526000000000e+01;2.2680766999999999e+01;2.3733191000000001e+01;2.4773657000000000e+01;2.5801701999999999e+01;2.6817208000000001e+01;2.6946131999999999e+01;6.3512839999999997e+00;7.4447739999999998e+00;8.2695260000000008e+00;9.6260670000000008e+00;1.0965496000000000e+01;1.2288750000000000e+01;1.3595979000000000e+01;1.4886960999999999e+01;1.6271792999999999e+01;1.7638608000000001e+01;1.8986984000000000e+01;1.9219065000000001e+01;2.0130611999999999e+01;2.0986802000000001e+01;1.1142936000000001e+01;1.2035275000000000e+01;1.2956174000000001e+01;1.3868603000000000e+01;1.4773467999999999e+01;1.5671208999999999e+01;1.6598098000000000e+01;1.7518181999999999e+01;1.8430923000000000e+01;1.9335235000000001e+01;2.0230827999999999e+01;2.1118091000000000e+01;2.1997312000000001e+01;2.2868606000000000e+01;2.3732064000000001e+01;2.4587720000000001e+01;2.5435504000000002e+01;2.6275376000000001e+01;2.7107436000000000e+01;2.7931839000000000e+01;2.8748674000000001e+01;2.9557967999999999e+01;3.0359736999999999e+01;3.1154025000000001e+01;3.1940885999999999e+01;3.2720377999999997e+01;3.3492553000000001e+01;3.4257455000000000e+01;3.5015120000000003e+01;3.5765585999999999e+01;3.6508898000000002e+01;3.7245103999999998e+01;3.8123156999999999e+01;3.9078347999999998e+01;3.9160030999999996e+01
9.9656528482050007e+01;2.2743260847588223e-02;3.4812926643087627e-01;1.4878618491279896e-01;2.3444535902861876e-06;4.4078004000684539e-09;9.5783002098644957e-04;1.9763150000000000e+00;3.9785979999999999e+00;5.8000230000000004e+00;7.6039399999999997e+00;9.3958049999999993e+00;1.1169980000000001e+01;1.2914835999999999e+01;1.4872726999999999e+01;1.6790907000000001e+01;1.8675436000000001e+01;2.0527598000000001e+01;2.2346057999999999e+01;2.4128064999999999e+01;2.5871863000000001e+01;2.7578782000000000e+01;2.9251781000000001e+01;3.0892666999999999e+01;3.2501261999999997e+01;3.4076791999999998e+01;3.5619216999999999e+01;3.7455984999999998e+01;3.9266576000000001e+01;4.1030389999999997e+01;4.2736719000000001e+01;4.4399242000000001e+01;4.4600076000000001e+01;8.6980179999999994e+00;1.0481370999999999e+01;1.1820454000000000e+01;1.3879602000000000e+01;1.5903267000000000e+01;1.8055859000000002e+01;2.0168225000000000e+01;2.2242619000000001e+01;2.4274605999999999e+01;2.6259802000000001e+01;2.8197495000000000e+01;2.8523299000000002e+01;3.0033611000000001e+01;3.1442042000000001e+01;1.7286794000000000e+01;1.8876518000000001e+01;2.0530331000000000e+01;2.2158517000000000e+01;2.3760314000000001e+01;2.5334938999999999e+01;2.6882491999999999e+01;2.8403449999999999e+01;2.9898119999999999e+01;3.1366796999999998e+01;3.2809829000000001e+01;3.4227454999999999e+01;3.5619781000000003e+01;3.6986977000000003e+01;3.8329360999999999e+01;3.9890884999999997e+01;4.1439667999999998e+01;4.2951765999999999e+01;4.4421376000000002e+01;4.5861246999999999e+01;4.7266669000000000e+01;4.8638153000000003e+01;4.9979322000000003e+01;5.1289554000000003e+01;5.2567546000000000e+01;5.3813975999999997e+01;5.5030599000000002e+01;5.6218313999999999e+01;5.7377039000000003e+01;5.8506830000000001e+01;5.9608341000000003e+01;6.0682386999999999e+01;6.1729543999999997e+01;6.2750245000000000e+01;6.2828713999999998e+01
