"$\alpha$";"$\beta$";"$\epsilon_e$";"$\epsilon_c$";"$d_{p}$";"$\Gamma_{p}(0)$";"$a_v$";"$\tau_c(0, 8, BC)$";"$\tau_c(250, 8, BC)$";"$\tau_c(500, 8, BC)$";"$\tau_c(750, 8, BC)$";"$\tau_c(1000, 8, BC)$";"$\tau_c(1250, 8, BC)$";"$\tau_c(1500, 8, BC)$";"$\tau_c(1750, 8, BC)$";"$\tau_c(2000, 8, BC)$";"$\tau_c(2250, 8, BC)$";"$\tau_c(2500, 8, BC)$";"$\tau_c(2750, 8, BC)$";"$\tau_c(3000, 8, BC)$";"$\tau_c(3250, 8, BC)$";"$\tau_c(3500, 8, BC)$";"$\tau_c(3750, 8, BC)$";"$\tau_c(4000, 8, BC)$";"$\tau_c(4250, 8, BC)$";"$\tau_c(4500, 8, BC)$";"$\tau_c(4750, 8, BC)$";"$\tau_c(5000, 8, BC)$";"$\tau_c(5250, 8, BC)$";"$\tau_c(5500, 8, BC)$";"$\tau_c(5750, 8, BC)$";"$\tau_c(6000, 8, BC)$";"$\tau_c(6250, 8, BC)$";"$\tau_c(6500, 8, BC)$";"$\tau_c(6750, 8, BC)$";"$\tau_c(7000, 8, BC)$";"$\tau_c(7250, 8, BC)$";"$\tau_c(7500, 8, BC)$";"$\tau_c(7750, 8, BC)$";"$\tau_c(8000, 8, BC)$";"$\tau_c(8250, 8, BC)$";"$\tau_c(8500, 8, BC)$";"$\tau_c(8750, 8, BC)$";"$\tau_c(9000, 8, BC)$";"$\tau_c(9250, 8, BC)$";"$\tau_c(9500, 8, BC)$";"$\tau_c(9750, 8, BC)$";"$\tau_c(10000, 8, BC)$";"$\tau_c(10250, 8, BC)$";"$\tau_c(10500, 8, BC)$";"$\tau_c(10750, 8, BC)$";"$\tau_c(11000, 8, BC)$";"$\tau_c(11250, 8, BC)$";"$\tau_c(11500, 8, BC)$";"$\tau_c(11750, 8, BC)$";"$\tau_c(12000, 8, BC)$";"$\tau_c(12250, 8, BC)$";"$\tau_c(12500, 8, BC)$";"$\tau_c(12750, 8, BC)$";"$\tau_c(13000, 8, BC)$";"$\tau_c(13250, 8, BC)$";"$\tau_c(13500, 8, BC)$";"$\tau_c(13750, 8, BC)$";"$\tau_c(14000, 8, BC)$";"$\tau_c(14250, 8, BC)$";"$\tau_c(14500, 8, BC)$";"$\tau_c(14750, 8, BC)$";"$\tau_c(15000, 8, BC)$";"$\tau_c(15250, 8, BC)$";"$\tau_c(15500, 8, BC)$";"$\tau_c(15750, 8, BC)$";"$\tau_c(16000, 8, BC)$";"$\tau_c(16250, 8, BC)$";"$\tau_c(16500, 8, BC)$";"$\tau_c(16750, 8, BC)$";"$\tau_c(17000, 8, BC)$";"$\tau_c(17250, 8, BC)$";"$\tau_c(17500, 8, BC)$";"$\tau_c(17750, 8, BC)$";"$\tau_c(18000, 8, BC)$";"$\tau_c(18250, 8, BC)$";"$\tau_c(18500, 8, BC)$"
1.0437264850219324e+02;2.4110049453133029e-02;3.5615109715603283e-01;1.6114822861282060e-01;5.3805575048230134e-06;5.1805750732076667e-09;9.2533806010564068e-04;5.1022230000000004e+00;1.0806098000000000e+01;1.6359324999999998e+01;2.1530695000000001e+01;2.6386534999999999e+01;3.1027342999999998e+01;3.5295251000000000e+01;3.9369205999999998e+01;4.3237611000000001e+01;4.6916477999999998e+01;5.0425631000000003e+01;5.3758325999999997e+01;5.6910632000000000e+01;5.9890211000000001e+01;6.2706772999999998e+01;6.4382835000000000e+01;6.5935519999999997e+01;6.7418083999999993e+01;6.8835555999999997e+01;7.0193822999999995e+01;7.1494577000000007e+01;7.2739103999999998e+01;7.3930075000000002e+01;7.5070840000000004e+01;7.6163944000000001e+01;7.6303403000000003e+01;1.6655512000000002e+01;2.1785232000000001e+01;2.5473457000000000e+01;3.0841034000000001e+01;3.5754590000000000e+01;4.0376556000000001e+01;4.4707922000000003e+01;4.8770766999999999e+01;5.2590108999999998e+01;5.6169528999999997e+01;5.9515697000000003e+01;6.0039599000000003e+01;6.2754733000000002e+01;6.5176546000000002e+01;4.0744900999999999e+01;4.3806328000000001e+01;4.6763151999999998e+01;4.9554645999999998e+01;5.2210611000000000e+01;5.4739058999999997e+01;5.7145848999999998e+01;5.9435510000000001e+01;6.1613545000000002e+01;6.2826529999999998e+01;6.3950401999999997e+01;6.5040535000000006e+01;6.6100200000000001e+01;6.7131924999999995e+01;6.8135206999999994e+01;6.9109971999999999e+01;7.0057322999999997e+01;7.0978696999999997e+01;7.1874854999999997e+01;7.2746167000000000e+01;7.3593242000000004e+01;7.4416931000000005e+01;7.5218005000000005e+01;7.5997052999999994e+01;7.6754630000000006e+01;7.7491360999999998e+01;7.8207880000000003e+01;7.8904764000000000e+01;7.9582548000000003e+01;8.0241765999999998e+01;8.0882952000000003e+01;8.1506623000000005e+01;8.2113269000000003e+01;8.2703367000000000e+01;8.2756836000000007e+01
1.0597995797361813e+02;2.3880077568208070e-02;3.9235892322803856e-01;3.1344437388448811e-02;4.6272063280162381e-06;5.9528783316910062e-09;1.6969089261988310e-04;2.2069440000000000e+00;4.6724480000000002e+00;7.1087160000000003e+00;9.4611210000000003e+00;1.1747472000000000e+01;1.3993437000000000e+01;1.6190349000000001e+01;1.8328052000000000e+01;2.0413923000000000e+01;2.2455601999999999e+01;2.4450807999999999e+01;2.6396353999999999e+01;2.8294138000000000e+01;3.0147167000000000e+01;3.1661947000000001e+01;3.3155965999999999e+01;3.4621861000000003e+01;3.6062435000000001e+01;3.7483680999999997e+01;3.8882997000000003e+01;4.0257358000000004e+01;4.1607531999999999e+01;4.2935276000000002e+01;4.4240431000000001e+01;4.5522212000000003e+01;4.5679844000000003e+01;1.2499663999999999e+01;1.4543740000000000e+01;1.6070342000000000e+01;1.8598082999999999e+01;2.1058440999999998e+01;2.3446202000000000e+01;2.5765499999999999e+01;2.8021231000000000e+01;3.0214357000000000e+01;3.2060029000000000e+01;3.3868698999999999e+01;3.4174384000000003e+01;3.5426025000000003e+01;3.6599224000000000e+01;2.0379158000000000e+01;2.1941284000000000e+01;2.3534586999999998e+01;2.5102592000000001e+01;2.6643601000000000e+01;2.8152764000000001e+01;2.9632376000000001e+01;3.1085792999999999e+01;3.2348838999999998e+01;3.3604964000000002e+01;3.4842467999999997e+01;3.6059581000000001e+01;3.7261741000000001e+01;3.8450012000000001e+01;3.9621476999999999e+01;4.0775354000000000e+01;4.1913015999999999e+01;4.3034968999999997e+01;4.4140562000000003e+01;4.5229564000000003e+01;4.6302402000000001e+01;4.7359340000000003e+01;4.8400292000000000e+01;4.9425243000000002e+01;5.0434387999999998e+01;5.1427919000000003e+01;5.2405932999999997e+01;5.3368526000000003e+01;5.4315852999999997e+01;5.5248075000000000e+01;5.6165339000000003e+01;5.7067787000000003e+01;5.7955582000000000e+01;5.8828888999999997e+01;5.8898955999999998e+01
9.7983365221548468e+01;2.3571245288745293e-02;3.0380614407365775e-01;1.1180227099169127e-01;7.7516671760722225e-06;4.4446203455649330e-09;7.5498812851546786e-04;2.0694669999999999e+00;4.3355930000000003e+00;6.5618499999999997e+00;8.7379909999999992e+00;1.0862318999999999e+01;1.2935987000000001e+01;1.4959747999999999e+01;1.6935058999999999e+01;1.8864045999999998e+01;2.0748104999999999e+01;2.2587565000000001e+01;2.4382583000000000e+01;2.6133859000000001e+01;2.7842590999999999e+01;2.9510058000000001e+01;3.1137343999999999e+01;3.2992755000000002e+01;3.4833902999999999e+01;3.6632539999999999e+01;3.8378393000000003e+01;4.0091116999999997e+01;4.1772961000000002e+01;4.3414988000000001e+01;4.5013969000000003e+01;4.6572896000000000e+01;4.6761113000000002e+01;1.2893969999999999e+01;1.4840358000000000e+01;1.6283162000000001e+01;1.8683420999999999e+01;2.1027093000000001e+01;2.3303402999999999e+01;2.5508935000000001e+01;2.7649656000000000e+01;2.9729861000000000e+01;3.1750301000000000e+01;3.3846290000000003e+01;3.4199950999999999e+01;3.5867865000000002e+01;3.7405442999999998e+01;2.1096070000000001e+01;2.2640886999999999e+01;2.4210604000000000e+01;2.5754149999999999e+01;2.7275953000000001e+01;2.8767355999999999e+01;3.0227771000000001e+01;3.1876235000000001e+01;3.3503819000000000e+01;3.5094394999999999e+01;3.6642654999999998e+01;3.8160817999999999e+01;3.9651294999999998e+01;4.1109785000000002e+01;4.2534888000000002e+01;4.3928638999999997e+01;4.5292361000000000e+01;4.6625917999999999e+01;4.7929324000000001e+01;4.9203189000000002e+01;5.0448101999999999e+01;5.1664420999999997e+01;5.2852530000000002e+01;5.4012943000000000e+01;5.5146180999999999e+01;5.6252707000000001e+01;5.7332966999999996e+01;5.8387436000000001e+01;5.9416603000000002e+01;6.0420951000000002e+01;6.1142668999999998e+01;6.1801468000000000e+01;6.2445298999999999e+01;6.3075690000000002e+01;6.3133009999999999e+01
9.5385473480578000e+01;2.3201548527065446e-02;2.8297701237654216e-01;1.0679213292619688e-01;7.3841852910205783e-06;2.3044994684317305e-09;6.5089486521170150e-04;1.6929980000000000e+00;3.5563530000000001e+00;5.4028140000000002e+00;7.2179070000000003e+00;8.9944190000000006e+00;1.0734502000000001e+01;1.2439560000000000e+01;1.4109876000000000e+01;1.5746738000000001e+01;1.7351502000000000e+01;1.8924264000000001e+01;2.0464516000000000e+01;2.1972339999999999e+01;2.3448556000000000e+01;2.4894158000000001e+01;2.6309911000000000e+01;2.7696325999999999e+01;2.9053811000000000e+01;3.0382818000000000e+01;3.1585092000000000e+01;3.2778357000000000e+01;3.3952281999999997e+01;3.5103484999999999e+01;3.6239902000000001e+01;3.7362017000000002e+01;3.7502661000000003e+01;1.2082454000000000e+01;1.3642897000000000e+01;1.4807518999999999e+01;1.6826781000000000e+01;1.8799357000000001e+01;2.0720714999999998e+01;2.2590458000000002e+01;2.4412116999999999e+01;2.6188018000000000e+01;2.7918755000000001e+01;2.9605083000000000e+01;2.9893889999999999e+01;3.0943864000000001e+01;3.1924142000000000e+01;1.7729562999999999e+01;1.8791602000000001e+01;1.9879404999999998e+01;2.0957294999999998e+01;2.2027743000000001e+01;2.3092179999999999e+01;2.4148184000000001e+01;2.5193992999999999e+01;2.6229627000000001e+01;2.7255136000000000e+01;2.8269915000000001e+01;2.9273401000000000e+01;3.0265409999999999e+01;3.1245864999999998e+01;3.2214609000000003e+01;3.3171489999999999e+01;3.4116432000000003e+01;3.5049407000000002e+01;3.5970390000000002e+01;3.6879371999999996e+01;3.7776364999999998e+01;3.8661402000000002e+01;3.9534523999999998e+01;4.0395780999999999e+01;4.1245232999999999e+01;4.2082951999999999e+01;4.2909014999999997e+01;4.3723506999999998e+01;4.4526515000000003e+01;4.5318134000000001e+01;4.6184682000000002e+01;4.7056528000000000e+01;4.7912807999999998e+01;4.8744829000000003e+01;4.8812151000000000e+01
9.9859954414463843e+01;2.3753981402455927e-02;3.3615433106169557e-01;8.1476039386437465e-02;3.6376258692821495e-06;5.3365402950853651e-09;8.8108375459366420e-04;5.3654260000000003e+00;1.1436431000000001e+01;1.7315504000000001e+01;2.2695119999999999e+01;2.7703956000000002e+01;3.2488036000000001e+01;3.5799619999999997e+01;3.8958241999999998e+01;4.1965000000000003e+01;4.4827804000000000e+01;4.7551935000000000e+01;5.0143565000000002e+01;5.2608536000000001e+01;5.4952421000000001e+01;5.7180472000000002e+01;5.9297885000000001e+01;6.1309879000000002e+01;6.2222735000000000e+01;6.3075161999999999e+01;6.3905172000000000e+01;6.4714871000000002e+01;6.5505900999999994e+01;6.6277940000000001e+01;6.7030871000000005e+01;6.7765341000000006e+01;6.7860932000000005e+01;1.5568256999999999e+01;2.1034462000000001e+01;2.4835227000000000e+01;3.0247181000000001e+01;3.4689210000000003e+01;3.8883209000000001e+01;4.2818804999999998e+01;4.6520718000000002e+01;5.0014952000000001e+01;5.3303378000000002e+01;5.6387917000000002e+01;5.6872869000000001e+01;5.8460976000000002e+01;5.9894862000000003e+01;3.6975121999999999e+01;3.8912193000000002e+01;4.0781098999999998e+01;4.2590468000000001e+01;4.4343559999999997e+01;4.6042552000000001e+01;4.7688659999999999e+01;4.9283296999999997e+01;5.0828328999999997e+01;5.2325476999999999e+01;5.3776153000000001e+01;5.5181744000000002e+01;5.6543720999999998e+01;5.7863506999999998e+01;5.9142408000000003e+01;6.0381689000000001e+01;6.1070537000000002e+01;6.1719773000000004e+01;6.2356490999999998e+01;6.2982050999999998e+01;6.3597591000000001e+01;6.4202686000000000e+01;6.4797008000000005e+01;6.5380829000000006e+01;6.5954705000000004e+01;6.6518876000000006e+01;6.7073322000000005e+01;6.7618121000000002e+01;6.8153525999999999e+01;6.8679787000000005e+01;6.9197046000000000e+01;6.9705410000000001e+01;7.0205033999999998e+01;7.0696100999999999e+01;7.0740855999999994e+01
9.9204146774237785e+01;2.3846576905205873e-02;2.7016678512175757e-01;8.3156606294102653e-02;4.1143068603916753e-06;4.0091377724600536e-09;3.3011162278220830e-04;2.4843259999999998e+00;5.3126110000000004e+00;8.1154290000000007e+00;1.0778338000000000e+01;1.3342542999999999e+01;1.5863490000000001e+01;1.8304939999999998e+01;2.0666691000000000e+01;2.2969266000000001e+01;2.5212358999999999e+01;2.7386824000000001e+01;2.9493727000000000e+01;3.1539652000000000e+01;3.3210735999999997e+01;3.4850375999999997e+01;3.6452444000000000e+01;3.8021078000000003e+01;3.9561590000000002e+01;4.1070881999999997e+01;4.2546467000000000e+01;4.3989722999999998e+01;4.5402476000000000e+01;4.6784543999999997e+01;4.8135389000000004e+01;4.9455480999999999e+01;4.9615217000000001e+01;1.3162906000000000e+01;1.5477706000000000e+01;1.7199363000000002e+01;1.9965032000000001e+01;2.2642151999999999e+01;2.5225504999999998e+01;2.7721018999999998e+01;3.0134813999999999e+01;3.2061311000000003e+01;3.3945591999999998e+01;3.5787809000000003e+01;3.6097932999999998e+01;3.7556880000000000e+01;3.8913882999999998e+01;2.2039894000000000e+01;2.3813117999999999e+01;2.5610095999999999e+01;2.7368794999999999e+01;2.9092234000000001e+01;3.0775316000000000e+01;3.2269033000000000e+01;3.3745224999999998e+01;3.5193970000000000e+01;3.6611792000000001e+01;3.8003712999999998e+01;3.9372048999999997e+01;4.0714525000000002e+01;4.2030085000000000e+01;4.3320081000000002e+01;4.4585495000000002e+01;4.5826070000000001e+01;4.7041699000000001e+01;4.8232925000000002e+01;4.9400264000000000e+01;5.0543891000000002e+01;5.1663992999999998e+01;5.2760950000000001e+01;5.3835166000000001e+01;5.4886951000000003e+01;5.5916598999999998e+01;5.6924453999999997e+01;5.7910876999999999e+01;5.8876209000000003e+01;5.9820784000000003e+01;6.0744948000000001e+01;6.1328843999999997e+01;6.1893174999999999e+01;6.2447966999999998e+01;6.2497090999999998e+01
9.9327468575901960e+01;2.3437421022299162e-02;2.8907519467638676e-01;1.9310918910662900e-01;4.8348176495906088e-06;4.0329963325350129e-09;7.6701591712587352e-04;4.0322279999999999e+00;8.6245650000000005e+00;1.3136086000000001e+01;1.7335570000000001e+01;2.1301251000000001e+01;2.5137862999999999e+01;2.8811070999999998e+01;3.2284238000000002e+01;3.5322023000000002e+01;3.8260171000000000e+01;4.1080195000000003e+01;4.3788941000000001e+01;4.6401594000000003e+01;4.8913913999999998e+01;5.1321277000000002e+01;5.3627809999999997e+01;5.5839573999999999e+01;5.7958328999999999e+01;5.9984614000000001e+01;6.1921072000000002e+01;6.3597372000000000e+01;6.5226883000000001e+01;6.6788811999999993e+01;6.8272094999999993e+01;6.9690568999999996e+01;6.9853016999999994e+01;1.6062825000000000e+01;1.9941465999999998e+01;2.2760632000000001e+01;2.6993559000000001e+01;3.1030932000000000e+01;3.4582233000000002e+01;3.7975949000000000e+01;4.1201658999999999e+01;4.4266029000000003e+01;4.7187353000000002e+01;4.9968806000000001e+01;5.0416100999999998e+01;5.2663705000000000e+01;5.4708581000000002e+01;3.3012250999999999e+01;3.5730266000000000e+01;3.8389653000000003e+01;4.0965667000000003e+01;4.3449537999999997e+01;4.5843800000000002e+01;4.8154448000000002e+01;5.0382581000000002e+01;5.2527348000000003e+01;5.4590426000000001e+01;5.6574745999999998e+01;5.8482270999999997e+01;6.0314411000000000e+01;6.1789541999999997e+01;6.3204337000000002e+01;6.4564279999999997e+01;6.5869974999999997e+01;6.7128136999999995e+01;6.8341151999999994e+01;6.9508527999999998e+01;7.0630730999999997e+01;7.1710168999999993e+01;7.2749144000000001e+01;7.3748822000000004e+01;7.4710148000000004e+01;7.5634496999999996e+01;7.6523465000000002e+01;7.7378416000000001e+01;7.8200526999999994e+01;7.8990994000000001e+01;7.9751071999999994e+01;8.0481962999999993e+01;8.1184776999999997e+01;8.1860579999999999e+01;8.1917511000000005e+01
1.0474739272653652e+02;2.3875086270477314e-02;3.0845692386942936e-01;1.1542412642633665e-01;3.8708481026232795e-06;4.7397925818409477e-09;6.0650528503091816e-04;4.1682699999999997e+00;8.9226369999999999e+00;1.3591039000000000e+01;1.7935452999999999e+01;2.2047537999999999e+01;2.6040053000000000e+01;2.9839379000000001e+01;3.3448734999999999e+01;3.6194229000000000e+01;3.8853566000000001e+01;4.1415384000000003e+01;4.3907738999999999e+01;4.6338915000000000e+01;4.8696806000000002e+01;5.0979460000000003e+01;5.3189615000000003e+01;5.5325566000000002e+01;5.7386426000000000e+01;5.9374755999999998e+01;6.1292966999999997e+01;6.2518891000000004e+01;6.3687181000000002e+01;6.4819416000000004e+01;6.5917340999999993e+01;6.6984035000000006e+01;6.7119420000000005e+01;1.4984026999999999e+01;1.9058176000000000e+01;2.2031955000000000e+01;2.6476521999999999e+01;3.0715181999999999e+01;3.4109512000000002e+01;3.7379877999999998e+01;4.0514006000000002e+01;4.3511721000000001e+01;4.6386671000000000e+01;4.9144001000000003e+01;4.9590479000000002e+01;5.1924342000000003e+01;5.4046466000000002e+01;3.2126747000000002e+01;3.4924475000000001e+01;3.7614203000000003e+01;4.0210493999999997e+01;4.2711838999999998e+01;4.5120987999999997e+01;4.7442328000000003e+01;4.9678215000000002e+01;5.1830213999999998e+01;5.3900775000000003e+01;5.5892882999999998e+01;5.7809241999999998e+01;5.9652230000000003e+01;6.1424380999999997e+01;6.2227685999999999e+01;6.2985886999999998e+01;6.3728149000000002e+01;6.4456244999999996e+01;6.5171364999999994e+01;6.5873000000000005e+01;6.6560896000000000e+01;6.7235523000000001e+01;6.7897549999999995e+01;6.8547228000000004e+01;6.9184580999999994e+01;6.9809799999999996e+01;7.0423242999999999e+01;7.1025212999999994e+01;7.1615899999999996e+01;7.2195481999999998e+01;7.2764195000000001e+01;7.3322287000000003e+01;7.3869973999999999e+01;7.4407448000000002e+01;7.4456323999999995e+01
1.0345782424304541e+02;2.2319549063288303e-02;3.8213386015412415e-01;1.6704789209898011e-01;4.7007721395510566e-06;2.9214197627368509e-09;1.2855680791383313e-04;1.8064180000000001e+00;3.8208869999999999e+00;5.8122809999999996e+00;7.7418160000000000e+00;9.6223969999999994e+00;1.1473350999999999e+01;1.3283263000000000e+01;1.5052000000000000e+01;1.6786719999999999e+01;1.8487762000000000e+01;2.0152227000000000e+01;2.1780517000000000e+01;2.3375046999999999e+01;2.4936951000000001e+01;2.6466391999999999e+01;2.7963968000000001e+01;2.9430551000000001e+01;3.0866714999999999e+01;3.1925007999999998e+01;3.2971054000000002e+01;3.4002042000000003e+01;3.5019098999999997e+01;3.6024656000000000e+01;3.7017809000000000e+01;3.7997402999999998e+01;3.8122208999999998e+01;1.1941295999999999e+01;1.3551646000000000e+01;1.4758680999999999e+01;1.6899245000000001e+01;1.8987176999999999e+01;2.1020942000000002e+01;2.3002848000000000e+01;2.4935525999999999e+01;2.6819965000000000e+01;2.8656755000000000e+01;3.0447257000000000e+01;3.0754902999999999e+01;3.1743545000000001e+01;3.2667555000000000e+01;1.8041211000000001e+01;1.9073816999999998e+01;2.0124386999999999e+01;2.1163063000000001e+01;2.2189920999999998e+01;2.3205683000000001e+01;2.4210341000000000e+01;2.5203613000000001e+01;2.6185554000000000e+01;2.7156389999999998e+01;2.8116184000000001e+01;2.9064912000000000e+01;3.0002645000000001e+01;3.0929503000000000e+01;3.1845569000000001e+01;3.2750895999999997e+01;3.3645560000000003e+01;3.4529656000000003e+01;3.5403275000000001e+01;3.6266499000000003e+01;3.7119413000000002e+01;3.7962111000000000e+01;3.8794683999999997e+01;3.9617223000000003e+01;4.0429819000000002e+01;4.1232568999999998e+01;4.2025565000000000e+01;4.2808902000000003e+01;4.3582675999999999e+01;4.4346981000000000e+01;4.5101911999999999e+01;4.5697592999999998e+01;4.6292597000000001e+01;4.6880580000000002e+01;4.6930093999999997e+01
1.0307549187020035e+02;2.2989137606315876e-02;2.9253997183018959e-01;1.4187524362321563e-01;5.3460670755923518e-06;5.3746891886035335e-09;7.1041401841058759e-05;1.7675090000000000e+00;3.7149770000000002e+00;5.6328769999999997e+00;7.5038619999999998e+00;9.3329649999999997e+00;1.1128665000000000e+01;1.2889144000000000e+01;1.4611727000000000e+01;1.6298916999999999e+01;1.7953479000000002e+01;1.9575212000000001e+01;2.1163474999999998e+01;2.2719099000000000e+01;2.4243357000000000e+01;2.5736954000000001e+01;2.7200353000000000e+01;2.8634167000000001e+01;3.0039031999999999e+01;3.1079408999999998e+01;3.2108541000000002e+01;3.3123196999999998e+01;3.4124088999999998e+01;3.5114004000000001e+01;3.6092216000000001e+01;3.7057409000000000e+01;3.7180661000000001e+01;1.1869251999999999e+01;1.3423044000000001e+01;1.4588111000000000e+01;1.6666277999999998e+01;1.8694986000000000e+01;2.0672635000000000e+01;2.2601116000000001e+01;2.4482931000000001e+01;2.6319134999999999e+01;2.8110271000000001e+01;2.9857520999999998e+01;3.0158154000000000e+01;3.1107241999999999e+01;3.1995342000000001e+01;1.7631803999999999e+01;1.8626463000000001e+01;1.9639305000000000e+01;2.0641292000000000e+01;2.1632434000000000e+01;2.2613420999999999e+01;2.3584209999999999e+01;2.4544473000000000e+01;2.5494233000000001e+01;2.6433696000000001e+01;2.7362901000000001e+01;2.8281804000000001e+01;2.9190450999999999e+01;3.0088943000000000e+01;3.0977346000000001e+01;3.1855702000000001e+01;3.2724069000000000e+01;3.3582529999999998e+01;3.4431161000000003e+01;3.5270031000000003e+01;3.6099215999999998e+01;3.6918798000000002e+01;3.7728856999999998e+01;3.8529474000000000e+01;3.9320729999999998e+01;4.0102710999999999e+01;4.0875503000000002e+01;4.1639189000000002e+01;4.2393855000000002e+01;4.3139589000000001e+01;4.3876475999999997e+01;4.4604604000000002e+01;4.5324058999999998e+01;4.5893017000000000e+01;4.5941555999999999e+01
9.7895925135465930e+01;2.3055856217853866e-02;2.6842467347796750e-01;1.5643717310093114e-01;5.2136470956866047e-06;7.0023362958639308e-09;5.3796856040170008e-04;4.0407580000000003e+00;8.5245390000000008e+00;1.2896990000000001e+01;1.7023273000000000e+01;2.0942416999999999e+01;2.4714627000000000e+01;2.8324639000000001e+01;3.1754131999999998e+01;3.4902835000000003e+01;3.7944526000000003e+01;4.0857993999999998e+01;4.3650247000000000e+01;4.6339700000000001e+01;4.8921702000000003e+01;5.1390410000000003e+01;5.3749893000000000e+01;5.6006931999999999e+01;5.8163755999999999e+01;6.0221133000000002e+01;6.1684221000000001e+01;6.3072274999999998e+01;6.4403762999999998e+01;6.5680307999999997e+01;6.6907455999999996e+01;6.8086921000000004e+01;6.8234663999999995e+01;1.5898585000000001e+01;1.9813908000000001e+01;2.2654131000000000e+01;2.6874759000000001e+01;3.0903357000000000e+01;3.4531779999999998e+01;3.7994843000000003e+01;4.1279919999999997e+01;4.4393569999999997e+01;4.7356746000000001e+01;5.0173023999999998e+01;5.0623992999999999e+01;5.2925097999999998e+01;5.5012689000000002e+01;3.3362806999999997e+01;3.6166367000000001e+01;3.8906174000000000e+01;4.1555571999999998e+01;4.4104275999999999e+01;4.6555306000000002e+01;4.8914549000000001e+01;5.1182170999999997e+01;5.3357002000000001e+01;5.5440663000000001e+01;5.7436121000000000e+01;5.9345762000000001e+01;6.1171661999999998e+01;6.2119334000000002e+01;6.2998341000000003e+01;6.3852303999999997e+01;6.4683834000000004e+01;6.5494932000000006e+01;6.6285038000000000e+01;6.7053968999999995e+01;6.7802601999999993e+01;6.8532051999999993e+01;6.9242833000000005e+01;6.9935164000000000e+01;7.0609487000000001e+01;7.1266446999999999e+01;7.1906604999999999e+01;7.2530367999999996e+01;7.3138131999999999e+01;7.3730352999999994e+01;7.4307492999999994e+01;7.4869966000000005e+01;7.5418154000000001e+01;7.5952439999999996e+01;7.6000822999999997e+01
1.0455948986834889e+02;2.3707045146889781e-02;4.5629469691070262e-01;2.0232437330043287e-01;4.2329104929682553e-06;5.2810680650121350e-09;1.3558968058305091e-04;2.3937810000000002e+00;5.0585030000000000e+00;7.6813799999999999e+00;1.0205629000000000e+01;1.2652094000000000e+01;1.5048555000000000e+01;1.7385524000000000e+01;1.9652473000000001e+01;2.1857917000000000e+01;2.4010361000000000e+01;2.6107564000000000e+01;2.8146535000000000e+01;3.0129801000000000e+01;3.1679542999999999e+01;3.3204497000000003e+01;3.4698993999999999e+01;3.6166051000000003e+01;3.7610523999999998e+01;3.9030192000000000e+01;4.0422750000000001e+01;4.1789091999999997e+01;4.3130791000000002e+01;4.4447802000000003e+01;4.5739626000000001e+01;4.7006556000000003e+01;4.7163418000000000e+01;1.2688367000000000e+01;1.4861547000000000e+01;1.6482185999999999e+01;1.9215441999999999e+01;2.1865435999999999e+01;2.4429186000000001e+01;2.6911280999999999e+01;2.9316600999999999e+01;3.1646756000000000e+01;3.3516227999999998e+01;3.5344583000000000e+01;3.5654319000000001e+01;3.6853960000000001e+01;3.7977715000000003e+01;2.1281317000000001e+01;2.2835955999999999e+01;2.4419789000000002e+01;2.5976997000000001e+01;2.7507453000000002e+01;2.9006108999999999e+01;3.0474343999999999e+01;3.1761482000000001e+01;3.3038313000000002e+01;3.4294691000000000e+01;3.5528509000000000e+01;3.6744844999999998e+01;3.7945194999999998e+01;3.9127074000000000e+01;4.0289701000000001e+01;4.1434443999999999e+01;4.2561998000000003e+01;4.3671894000000002e+01;4.4763961000000002e+01;4.5838667999999998e+01;4.6896372000000000e+01;4.7937092000000000e+01;4.8960886000000002e+01;4.9968001999999998e+01;5.0958694000000001e+01;5.1933118999999998e+01;5.2891427999999998e+01;5.3833821000000000e+01;5.4760511999999999e+01;5.5671689999999998e+01;5.6567538999999996e+01;5.7448258000000003e+01;5.8314050000000002e+01;5.9165111000000003e+01;5.9234389999999998e+01
